Company,Job Title,Location,Actively Recruiting Indicator,LI Job Post URL
Tata Consultancy Services,Data Science ,"Hyderabad, Telangana, India (On-site)",9 connections work here,https://www.linkedin.com/jobs/view/3817252433/?eBP=CwEAAAGN_rhzqqIq7rM5dxXU-hs-nqulhqF2OvqRxZGQHUj-auxH7Um67UGHOd-MFPhWM5-RvH03uH5lijwco9pHPI0DLSkvu6vZNCJZ93KsJTFYyH_AwNRv8j9_uhokBOYb67ax5hs077PWtnKESR4tXiE8_4UyqTzeCD9h9JTWG9h1a5jpH2dCWLe1cLCegUpGRxVuJpFh1R_zCkJJXkeRW9PORiihuWsyNx9BTiDkbp3faNWs3EV4viIat9tc_dc4SXmu-MunBPdc6hMWnfNSqDTAN9MjHt59Gr75nlCCn42R-zXa7fvsL_VwnVyBm6YcNsgxXR-QGmSHm5gRqy5xz2aPWdM324msmjR3vyo2zqThgnq7M4oFQsoIascug8OafbtROytZlFILdQXsTNiVnNI4-MeKIuA&refId=9jDSNybXUhVAX5fRqO%2BaSg%3D%3D&trackingId=D5hlwunRucscYNA3aS8OaQ%3D%3D&trk=flagship3_search_srp_jobs
Michael Page,Database ,India (Remote),Actively recruiting,https://www.linkedin.com/jobs/view/3726982877/?eBP=CwEAAAGN_rhzqvaNgYPzOoTfdW5XSzoCAdN-l9V7Xnq3x3jOKZfW_X7mqHfH-c2Ol1UL0OpZZvZEf3W3IR07EeVD0ZTXnWjX_SIJkhzs18XpraR9P7XFzAAhLRlJHJ0p5mzGgJFhihd_l0TWYjPFPbEG7XnYuzEKQhVrVI-8ewW0JGgl8IoNb9dXCI3dquw2WXLxgK75kggxoSEQICgqSwzcDDgYopG1lfmVVJCAjmZn8HUWmnzTvFU6qNYRAd3IDnokrWWUo6hdlxo_XhuhCvJ-MzDlakwvFhgvMtqTIthCxzSAt2PWC7fOnsKHAwNm9FvoqseY0wooxQX8ZsA10iAEExHPWCgxgdfSB_0&refId=9jDSNybXUhVAX5fRqO%2BaSg%3D%3D&trackingId=i0Z6Db5iJqtbwdiwt37w7Q%3D%3D&trk=flagship3_search_srp_jobs
Virtusa,ETL Developer,"Bangalore Urban, Karnataka, India (Hybrid)",1 school alum works here,https://www.linkedin.com/jobs/view/3837457640/?eBP=CwEAAAGN_rhzqnguPbsyR-Nex6-QRKn2LiOOOrhItElGd--GGeM3a2QAVn6ks9jDk7-HQBkEZUJ2htUzOYFKcHp_eg9ssTYTBUIQkx9T3y6GEXp2vDID6C2LSVDPtbhkzsHd1Sg8-Y8fJhS1uVFPI6q4Pdm8u5Hi8BBU2D_sXjBlMeRZwm97gkvwsAWLOt5z4HnlS7sQkXeNuubFx0xr2iodH3E5f-mXrUSlSHhHG-3L8e5yvUMOx6gn2BUvYnCZZDRJtFwFb6-zLTCsuvgKVH5sVaHErfc9IUoaubE6e2oV-F17LoCYMxyv7XJoMTAJzGqe_jh7bQbBrNZvMrSzV_aj05b_RiCtH-G-P5EEH3xMSNZ75anDpfcYddJhIYDoFn209oqbDWHSkWomiiGzdPXksYQiPoOSvfM&refId=9jDSNybXUhVAX5fRqO%2BaSg%3D%3D&trackingId=WY7xHV64P3GuN2abwPvJyA%3D%3D&trk=flagship3_search_srp_jobs
Revature,ETLDeveloper,"Bengaluru, Karnataka, India (Hybrid)",Actively recruiting,https://www.linkedin.com/jobs/view/3819922628/?eBP=CwEAAAGN_rhzqrWg4mmFEvVrlWEvofxLeUxH0fjnc3IdRibWL6qqEOoeISUfrSXdaG7NQnoAxJ1B1NOi4eLtHudj6Z21DUcp_yNhZN4avjYfia0lU9T51ZMMx8yP3jklAnte3kYsyovQddSs7rbDtL4Ba5_L32kkCHeTOaB-zvpHbAstba6ZNNcbWI0tiLzXmKn8fN68L-nICndSjnnORrq0Niqnm-WKaG8-szOmkY0JVRc86nE9AzyR-8Rcf1ypB8Ssfg9zeTPVfKBCoZuqy7DSgwFrQYnJafnzmHn2erxssgrHiGMDubCTvxuGpuWxJqJJMsLLpC9oW6eEHJkyi2sGe8j3dA5pj9viVuOsNVTl2zaPQpm8S53HJKQnchFs51lQrRtJ-l_x6N9PxdkYAOFIaoAEKHEdpgg&refId=9jDSNybXUhVAX5fRqO%2BaSg%3D%3D&trackingId=EWyrRgkdV0kGuQ1ZRBjMlg%3D%3D&trk=flagship3_search_srp_jobs
Akkodis,ETL Database Developer,"Chennai, Tamil Nadu, India (Hybrid)",1 school alum works here,https://www.linkedin.com/jobs/view/3837514853/?eBP=CwEAAAGN_rhzqsZdasITA6Oj92MV-kwLpfs6EmmkeJ0wYjxXzbQuTJiDsAEyYdzTS22-RhdAzddT6oeAmu4AFavd2ODb--Lp90UIl6i_rUmkNOBCtPXSwdCJM9ULrwxVvf9U3iremoHYm9KC7bOqtZ-O7rg6ZiReLYcgI0Q9M_PIfLKn7epepzWWhGvFi2nzpDSLz2C-zzziHbbUqPDqI-NXEWI9Id0_Z-OR4-ewWpxoUwPOoAqzThAEezuJfKQn7w8qEL0AU0okbRlNh3bAcxToaJq8aeLEBGCSphlb8cBdhEQ0LagHlxqfT0E7LoSXxo2lb0ZqjP1JSZfpz7M7g9dhyJLAE2fCqUsQmd8IoIFE3vY8e5t0-Wlaw-Gkb_Q0INdzh3tELzMjoDZbPbIG7ybmSTfghiqYn-U&refId=9jDSNybXUhVAX5fRqO%2BaSg%3D%3D&trackingId=PwTXzvKnzTqQfjs6frjgvQ%3D%3D&trk=flagship3_search_srp_jobs
Tata Consultancy Services,Datastage Developer,"Hyderabad, Telangana, India (On-site)",9 connections work here,https://www.linkedin.com/jobs/view/3823722988/?eBP=CwEAAAGN_rhzqtaupzsgQ6oYyZkWbA5-pntlE8ArX0GMYPLXJck3BKsSRxw548t-kj8C1JMYoJV51SMuf1TPCbhcdQ0G8WXabxWDDDVeBAbs-JQnhQ2utZWFH1ECI5hSnrPEz8SXN7-IP7p0ctAcSOi94rSsVT9jTlId58J1bg_5IpQBDS6VsjdMMXdKHkEUU6j0MMAqLnPWwIkQy_02l1YSkb1jHuobMq478WHuX7n_18ThEVib9F9KrmVI29M8x2xgecaVdh7PDqms4GIlIR3APBCy3mazsCOXok5BxAyNg4uXOUhj0WLGbVVFJw_P8tli74R8AZCrt7IrY2prrkmCFwWY-SRVJyJpv5sEY9D1G-s45oM67e2HdUHg9LYvomubSlwKrfNi-JXQ1aCSbwc4mIHLSALgOY3z6Q&refId=9jDSNybXUhVAX5fRqO%2BaSg%3D%3D&trackingId=oG9CHyRqHhUbIjO5ZlXNcQ%3D%3D&trk=flagship3_search_srp_jobs
Conduent,Lead SQL - SSIS/ SSRS Developer,"Hyderabad, Telangana, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3790636163/?eBP=CwEAAAGN_rhzqvgXKWg0V_FnHi6HGpBhq9v-tcigxWrp3sr3kehuMnTqdkZ8twuno8Z7xq8jIS1ZScEWEm0dF64CV_KNWA6xdSDVVes0EODAOOmwB5L8C6XikW8lJKvMKI586SBMkSZBnX1uW9IK7wuu1W78vKnq1Ah0nIzNW-KqDSKPqN03DvH8_vxTdlf-5EtSErBcn95IJ06E5KxBpvPIjfrv-hde55gSubfJg87Od2fW3PVaANcJ9K0SMXfnKWzCi50vvvhu8ZgUmCalHm_Sxbdypc0sWvhgefQ41HjQ5LoPh6ryT4vY11KMeZa9k9OKpcRGoWTUNw06ENyb5pSDA_UffrwUYdaF_Vs&refId=9jDSNybXUhVAX5fRqO%2BaSg%3D%3D&trackingId=DocLn4XT4gW0BSzrLdgjjg%3D%3D&trk=flagship3_search_srp_jobs
Nirvana Insurance,Engineering Manager - Data Platform,"Bengaluru, Karnataka, India (Remote)",Actively recruiting,https://www.linkedin.com/jobs/view/3695230137/?eBP=CwEAAAGN_rlXwWLZLTyHxIx3Q7k_g7ibHp9mPAHhinYY1iWd7weuGyv2oL_ep8ZZxSUPrIZi9lCGTPni06QVt3D0f--YEkzOS18phAyXL2wnMueZGs8em2KQx_weVDFcskvpTzyn90ZQit28fpBJdFnIdQ0lzdVHiy0QFjSSwVrVULXxtNAewxGuTsbe3A2lacNExQQGjh0JuRHW1nbDY8uhZeAS9FEFPpiU_HwqkiPgVMnFICtL6pCnFvN5yaQgrNVMs91Wmn6JgXcZfZfjSa3xVc2c45SKNFlcyQyYeYDe3DECKHLuVNo2wdFy8SgjtEK_8slJiMr08R9UctF_esBmPz3WdSpdrRTIu4JczcN4WfBMJ3iCwfG4q0SPDIBdY1rGGqc1KtmpuXL6MBjr73JZ4PJukmU2&refId=2Xkqtfk8gQNfPth6yh4dGA%3D%3D&trackingId=bgDFyXsR6atRQ7RqBQ6Q0g%3D%3D&trk=flagship3_search_srp_jobs
TaskUs,Operations manager-1,"Sahibzada Ajit Singh Nagar, Punjab, India",Actively recruiting,https://www.linkedin.com/jobs/view/3838240278/?eBP=CwEAAAGN_rlXwWaA7XbUr_rikGbxljXZcC7m4a2LsxCsLyJT9IMJEUm9IBD9taOJZes6jS45xRMyGYtMO1PMHD80oR0Iv6mwd31lAQv3XP3viEaRgOCTzNGm-E3BsyoixD4pcGNfYMhXq4tEg3eUKIx6qgX8rINeaiC7sXBvUAFiRZmUuglyHKUyTsT2WWmp2uPlbM8MbeND7Jsakdi5mv_PKsgiuXqJAAKBiRKHfd2lS1YGLBvHuRNmFYTLwjJG0_uq0knQxy5gvIwWW34b8219I1TXH_qH9LcDH_rvKAe3yAwUEWPb7djOUvkkHckAmFvmLOH1OYSRRqjd0mRWzsMHniCtkz2LToZ8t9wuWblCwvIor_DQche3URK815rbOGPffe3OtAK59FxJRMwtESXiyGyTcvBc&refId=2Xkqtfk8gQNfPth6yh4dGA%3D%3D&trackingId=wJeR%2Bm0a86eQJdbn%2FD%2B%2FVA%3D%3D&trk=flagship3_search_srp_jobs
Tata Consultancy Services,Microsoft System Center Operations Manager 2007(SCOM Admin),"Hyderabad, Telangana, India (On-site)",9 connections work here,https://www.linkedin.com/jobs/view/3830345225/?eBP=CwEAAAGN_rlXwYRKjKidlwbLMuiwl2m0zk93seH8dYeJGK-ljq7aOfbe1nfUVZf83AU1TnObw5b-y3Zo-YVwK9S5h7ViuwnmV8MVjyGBLbuW8ekTgNuAit_MtQr6q1JXmt8oweGnwK-MoK7qzDYF-Vz7dONLTSSukA5b30t3Q9479htv9td-hh5i746jpLZogod0QnQoI1O8Fgl5O3CF0k79paUkqj3DmWAbF-gNfp86gY4sx5-mUEJiiUzVig4Odn3W33IlUUiNWL1VjwMSwSgDnOYHM1JFo2V80WUiMw9p0g22TGR_pY9XdOW8klctjKHAOFfkiGl0cKb4dqb7Zj2m2S43z3rxUZYy7BLNbX6Y_pmUHMY4wrjdVb2JFHzZjjns1NJ3mf2rEJ8xoTnnWP8H9Nzeug&refId=2Xkqtfk8gQNfPth6yh4dGA%3D%3D&trackingId=xG4eWrOo6I1Sg75L%2BsE03g%3D%3D&trk=flagship3_search_srp_jobs
TaskUs,Operations manager,"Sahibzada Ajit Singh Nagar, Punjab, India",Actively recruiting,https://www.linkedin.com/jobs/view/3838241105/?eBP=CwEAAAGN_rlXweMPwy6DdC5ntYsA6Jrb1PzY7LVvWFfGSJlJwOMajoR3M0LA0mjzZS-SjodMdNcLd5vdrjzl0gyY1h6cSFFTwmED5Z2IvVV9fWR-kx7Zb0Kt-I_RasQ6koUsGTZQ0MrZrdMk0PcaT0LRCygnkB_ka28kEL_wTTKtubcgS49wUryN6SYH2a_jFOyrngrxVcvYRmEGu6ufRYkiKP5EGvjtW15LGiaIv23uxPRjAufJfFm3k_LlDffPsEhYawru_XC-ZKig5AS8lggpc_dD_DsTbQNMDPVMtHWuloa28XVPsbn5I2bJ4DboDFg2ylLzzwEjIJx-aCDWkPDdVoFijvtofZNzQzNxGfg4jxsj1zBJDLtx0QLwsOs9DkDlF5eINvxHOOjf4fq9KDMEYQyTyrok&refId=2Xkqtfk8gQNfPth6yh4dGA%3D%3D&trackingId=nc%2B6NajL%2FeuFIBh2U%2B6FTA%3D%3D&trk=flagship3_search_srp_jobs
Amazon Web Services (AWS),Technical Operations Manager,"Bengaluru, Karnataka, India",14 school alumni work here,https://www.linkedin.com/jobs/view/3825858386/?eBP=CwEAAAGN_rlXwcSWo97j4adY58iMlihre3qm-p-nWFHwpkpdMy4-EnSGhCyw1o0T_JUtXEWbAzuDpeUBY0RBehlgpNbXQ1nDvelKwvTSwoeaYic5pWg07xeGY8T54fo1aPdYDAKwC4v3fcfW4y8guCbM5HT-55aYdPuBeWDe4fH8VdKm030Q_MlvdJMDs02Zk5mGTcHhKTnSSoMPtppxwVahAqYPcMv34qRRjvVpnzarDHyX7sIbdLY0k-BDRpYLQLYQxZrrcRrzpEYc5BGKnmnGjwoskib5C-4ejXCsoz_Pm0b_xNlfn_F0pDsrzvrNI3TqbK7QGIzv7sLKE5MWWCmVIl_uQABAbDHB1Rke4mZSatZbGbeph_6u5tYszpDnWNGcvoxN4Lk8Aw-b6r6cIo0t3X1duHpBHPI&refId=2Xkqtfk8gQNfPth6yh4dGA%3D%3D&trackingId=orx5IMGFwa6suGziecsKzA%3D%3D&trk=flagship3_search_srp_jobs
Shabana Bakery and Foods Pvt Ltd,Operations Manager,"Nagpur, Maharashtra, India (On-site)",,https://www.linkedin.com/jobs/view/3836278110/?eBP=CwEAAAGN_rlXwd0AzKdwYmpJrwlvY6tCkKUKgzoZGfLpy4UUGox-CqEiGOjYYphie6hcp_ZDvMfXzYrnWX0j06fkox3MBud-DALrQ0w0jR7YHS6ftUN2YTho1vKMXpUC0uh0Z7WXH0qR23TmxPUqYJAKkyq4c5H4fvs4KHT-ml4vy-CZdkbvI2jb73DCkKrUooKXq8lc2ykk-W476elRJC8VT8Dext2bwdLxMvk2TWBotByfL4k8P-NWH3JKg2NMab87YHm5ptCjrEk5h91v3VFxaHK1NnAuTguGxLSW_NsCt4WMKZsaa5A523x_p8biwTwIyLFbpabmcE6Ht9HxliWsyJZheMK5mKxMlG2kowB1IQf0zsW-lX8SGL4y7KfVEW2Pa_g5zFyIYBoDwqkKEe43SoJwMrsJXroWTRw0psCLS2b7GLMNq6NfjQY3&refId=2Xkqtfk8gQNfPth6yh4dGA%3D%3D&trackingId=PRvmXQNKxxQbaoJr0gjHLg%3D%3D&trk=flagship3_search_srp_jobs
Amazon Web Services (AWS),Technical Operations Manager,"Hyderabad, Telangana, India",14 school alumni work here,https://www.linkedin.com/jobs/view/3732598138/?eBP=CwEAAAGN_rlXwcMdaLW6FS1h2SFqbTX5tOzxlhx9Prtw4l9R0YgpQo67aMCvRzUBTLHheD1yafLSgxURiqcX_1WA59E9azG4sHmVrqJC1MyT0Y-X1mOZq5xFWFnT2X72cGoTVP1nTMe2uVzRjiCWJp6xjT29_7dHXXVjvH44I9vOm9VpMcjRV-j7dxxQAdX3jg48KlYYvW8nA1ANtnbYE37OgybSXlavzRM1HisMeXoAi83ivBNQgn5RcLr9gWHIfLKch2xwvKCU66CSyIWcpfFJDTYWp5jZjilKMgOnHJBRMKjzCIXwrDJv3WstbXBAMDtmGC2PQEMSSrUsxxDILLhtIv1xVxBRuOTKSYfK-vFU_tMHQjTm-3QOzYggawvw-K0_5OElOqHLObsjdiNFuoHv3vUTyyZe&refId=2Xkqtfk8gQNfPth6yh4dGA%3D%3D&trackingId=Ma%2FUvXNLqn8kByvPNnAtXg%3D%3D&trk=flagship3_search_srp_jobs
NextGen Healthcare India,Engineering Manager,"Bengaluru, Karnataka, India (Remote)",Actively recruiting,https://www.linkedin.com/jobs/view/3819940869/?eBP=CwEAAAGN_rq-qB8LCLGv3x8leedEjXJCaU7xP1WveiyX43Ht6tzM_fCUsv2Njdyn8H_Jiv2d-wLeEauVk3mZOC85jyuIitAvfokezc_fkkYoSgrQ5Gw-SAnlv_0ImLvebUSSZV8iPNVlPxEADchwgY9BvQZmViO3mSRNCwIhBnMu7ab8vEBirnmT0mv8x4UXBdXZwamIyYUhaUMCD8lvwtpbbJN1WpFho6imE78k5K_7wJKkVaC3tfCElv5AyN3Md4yxYLndAHxf7_OerjIGvv9e9PGtWeogPJoqDn9B0kOqMjEYAKQScQuzB9F2vObxLOMkncCm2dABLkU_GNmqTUrhbDyqKldvv5Vw9l-jBHESXZEblp3XSCw3vys_j-qhaW3PEgdNPdfJvLDzio9KN1Ji7SqlrhTm&refId=fDH1li2MAIfzyx2LHE53xw%3D%3D&trackingId=VOMtYJcB5sgCxuhHEx4qaQ%3D%3D&trk=flagship3_search_srp_jobs
ALTEN India,Repair Engineer,"Bengaluru, Karnataka, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3832658620/?eBP=CwEAAAGN_rq-qDq89kFqwy8l-yxsk0XNqh9ILsCBXKRyd8Hir80CivNz9xEkrPsX6DGxMkU5wra9t7bfzGvhRqbjWu_Cox-D2LVs79D47DyOQjj0gE4S4gOfeod7vl6Kcw0sGjOss-bg6quNnypUHNm3qFFcyi5VQD8F0QJX0RCUo-Z5wMIFo0tT63_-tQmrAnARMWBT-P3o7i3-ZFI9U1_BNQYMwqbHUp91Tm3xwDTVx57nsqiuoSbtEX1kUMMPawaTuDf8xmqYQhCnU2WvOeH43roWsq8m_nHffnwMPueFHm_NyS5hn9bo3GFx45k1wNvzMipOvLi8mT_ckkbLOk_s4cbTAsPecJoLP_2eHjR0g35wjDhsZ4-OW3I0FemPmnQRE9l7jseq7LNS4KcrnFTvOdmKwGZi&refId=fDH1li2MAIfzyx2LHE53xw%3D%3D&trackingId=KMRnMTApyR0GL1p72dVcZA%3D%3D&trk=flagship3_search_srp_jobs
ETA Technology Pvt. Ltd.,Technical Sales Engineer,"Bengaluru, Karnataka, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3833861299/?eBP=CwEAAAGN_rq-qFHxcDPkPHOESdzG7io2-ypTD_oBnLUAE0EzCMawWp048SJohfLZ-Hs32HU06hGud8S_pu-R6vi4B3uVfC9IVIuQHF9KHLmbgzgqzWNja8Jf-PRy8OXBYt4xazDGaSur-rsJR_qcL0gV1HvIHk5wN-KwzU-nFTRwn1TE86dlsNqC_TSy5kD2SK9vr_LhU9wqhEIG6ftZFYtuxek8GxwhDI8FZ5mbNz5Z9FvMrpXRZVKuIebsppI5E8GjUvvuh7AVAn5Lr9cn_HwM7MwDPiDxPEiup7onmlKwdBrFcb7cC5TBpfyOvpiqNMyptOEf8SqFGlg5r-CUgN8Y8bvsETYZDzz3dLaxhSsxKGO9T6mEOR9MY7JgLsM27jE_RqCjREZ2CT_zSnl3X5aC-cynuN0KGJF26HBGGWP8Sxfp9qczgmmlSiv0&refId=fDH1li2MAIfzyx2LHE53xw%3D%3D&trackingId=DQj3gty6iXKFU0K3tKRktQ%3D%3D&trk=flagship3_search_srp_jobs
AI Staffing Ninja,Robotics Engineer,"Bengaluru, Karnataka, India (On-site)",,https://www.linkedin.com/jobs/view/3830347964/?eBP=CwEAAAGN_rq-qCLTQyIe0wOar0VmQkqs6JdzKDhJcOgpxdmRMRyNeZkzk_oTEUbziQECpcm3ByDpkVNX5Tvh-_6KOH4BBX720Sk9AlkpO-lvR2rDo-n1iIpFPGX_T9il99_6hqZrVBuUaSesLqBwg-2bMLsWSD1uutPE8KC3Lw-JhlaHojIOYVN7-FxQv1mmiORCxci2E-B6YGaJoAh6fsncClj5cir4Q-VPIc2fajbxw6CyvdQP5wWBnvGUrqrsWM2Gm4eYBheHRkrChiuUfM0BcfMg-xB8PzTw17X7Wbh384r0n1b5lZMZBpjDxGD1a-ZKAzLZmuRrI0vUol_JBZX1QRZur3X6WTMQBoqewXobFSreUH7lVvcmhz5CML_9qfEI6HUJM1gzNmpDwes4BcS_iAMb7U_P&refId=fDH1li2MAIfzyx2LHE53xw%3D%3D&trackingId=sOsuk38OnugmGY2d73YM5g%3D%3D&trk=flagship3_search_srp_jobs
Triada Technologies India Pvt. Ltd.,Technical Sales Engineer,"Ahmedabad, Gujarat, India (Remote)",Your profile matches this job,https://www.linkedin.com/jobs/view/3835377400/?eBP=CwEAAAGN_rq-qAb8ReBWixQApwpjSi76qm9_ZN760iD0vWm5aWezBqa_6-e7I4YaFkKtj46NoixLoy6tIfYeJ8ffwdJJ1GVqA3EsBPrrygy9e0vVEA1OmnH6X8TftzYZy9N-2bNM5MKWa73MMQc6w1hR3eoHlAhjFgaFcsp21vROgnbaABY9O5xSg2N4teMB-yKws5ddclTEFANhzeEL8sh8v5q78eGMsPq_d939KdUxYBibC6hoRqBmKb6v3qdYgxwDbbXkiy10JZWkkl4czFnPvtUEdC-AdSeNzkJSKnSfp8-m2eR_bUWaJ8qVDabGdKy1Ih6xcNXXxzZql1kob-jl1tXs6wmiHuWGYYVqbPfeFAXBE4pJVrkmm9LD7wzxvCrX1mrHp2o0hT1wPydDEJwwQQKAqwK7cIeddLTRWsHMk8ACbq4zLfVpuKUX&refId=fDH1li2MAIfzyx2LHE53xw%3D%3D&trackingId=0REHxR0Prl%2FOJy7821HJFQ%3D%3D&trk=flagship3_search_srp_jobs
Eaton,Engineer,"Pune, Maharashtra, India (Hybrid)",1 connection works here,https://www.linkedin.com/jobs/view/3814588971/?eBP=CwEAAAGN_rq-qLrLwYk-iuI83_l-qwvBK-DMTaMXXKKLWLINkcQsImCxGrluPWvtcRbLlBQm2ZIx1JT_btS4dWMf0UzRImfY14DBF179P7_ouYi5FwxpYgCUEIJD5lRDb5fnxke_SfIlQqgIaKxPPfpozbJ-OrV69rQnXt9ISKd2MeTPTawOd_djF0DTx429UEh9p1q4dUVT3AMrOFMrT1k6IhHrwgLFZ2jKr0tWPRzq442gpcax23q6fs9i2kb9PGNdWcNr7endHnWeE6JhZqlFQ2TrGnjEgD3Syf2SKNaNUKbFrvXVYv5VHpvNjrG9YmmRNfXcP1prErWqxEN-gJa7-aUQtFIpqtUJr-rh4_bqhyeUnJLzTO4_FBVALixmSu0sQN0PAEXcv9g5wcxrM7KMJK85IYhBZYY&refId=fDH1li2MAIfzyx2LHE53xw%3D%3D&trackingId=4mF9HggaaOSpZ8gl1hBt7w%3D%3D&trk=flagship3_search_srp_jobs
Energeia,Project Engineer,"Pune, Maharashtra, India (On-site)",,https://www.linkedin.com/jobs/view/3831593435/?eBP=CwEAAAGN_rq-qOun2M5ErMlK5Ulgjj_ymuA4fYthtvknPCA-61dnAgCffwNoS8RfAJC3kiSoZv5szEjS9VlWlWkDy1b0FmU7Ti44jO3kOdobzeWxXHLfwaJf2YL92vh4yW3q6spkGR7b18Rff858CqkyWNF5XCNaCLWycKcpmCdkuvf0I_L649xa1XLrfWcvu3X5fTN3pLL4KQkAOfGFdLtAUQcZomGom8Wry3VaA1J8sTZjqK707x0D4JLeUUIphLBBjw17TfdU6ZFLS2bvvle7kfA1urxRlfF-yeL6TjFdxShJOrv9uncLvg8_Ix37ri1N3iu5eLsbQCLuq6TcA-tB0ErpcEUjY7t-qQ-jWX0PpmoOC0FloCHdaVp-eORmtWxLS0SXX4R7gTNcQWrC-LC6c-ucBjJjK5TGclBP4En8eutZ8LHS3ETDVHQX&refId=fDH1li2MAIfzyx2LHE53xw%3D%3D&trackingId=HVXDf60xmLcAMWGVl9Yx5w%3D%3D&trk=flagship3_search_srp_jobs
Eccentric,Automotive Visualizer,"Mumbai, Maharashtra, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3798619138/?eBP=CwEAAAGN_rsv4LAb81yq80BVVj-xHePe6wEGHe-0pHIuE4k-cB--sqpBoHHnRLHnyoHW72tUTCpfrNLmEUuAV2f1WpmKAbhPw4RI72FXvdr5X8nQGB52xIiFo6A6iIfvEQFxENDKJ7k8c_vKajjqkXMRY-CwMvQdAT11m-aid7VGUDoBVrKHNNAOrWjUt3C6AtPbdIN9OROPnOX--TfuZ2Gkao2-mp0kiRBul7vdLq2u9rltPIG1ikcv-vn-2-fcSi-Qh8A3LK2I2Xg6aEdaASJfO5KTfrzJlUDHVjqnREDEqUBGzioyYihRw-j-MwJ6j8iGlxvkultvSU1I7W_XEsji2wJolIgwTFQnELuSh7ePW7XRLxVVGU7ib6JVZJYHJJ1tNlK80Gj7nokcNJw1xBEfqDM&refId=N4P1ZVbKJ4xP2BRopLKQGA%3D%3D&trackingId=97J9Mz%2BKwBbV1fYrNfQKkw%3D%3D&trk=flagship3_search_srp_jobs
Reliance Games,Game Producer,"Pune, Maharashtra, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3739938341/?eBP=CwEAAAGN_rsv4BgiDwvHmYpy3zL-3E6I3pbnfjOZLwF7r-xVFArDmb4C6H0tu9H_8lH60-ydCDaE25wl_VFStRcornW7nXhQYjcoqmja5_c_WUOWQLZMVYDDnxlGul8cM49Kq-HLFCBINpc-WLktsDmZgn-SAAzylpikQEkijxJgeRIUz0HJeAs84JhhS-Af_uTPuh1_OmuOMNeiZZyTOEk_q6elDX7LE-H2xG73PxPJGvWVYRaxvbJXspzth_A0IiAZpy0iGzuYuf5flQWOOfPkboQYHxJafObc0ZbzvMpqdPwTFj_cFx7e8XRNzCOd_vC7S6fMUPBY43K-6DyuCGEDFvKzjSiR6ZaWFoc8CTpuEKdD7hHrmQczU9jB1Zt6NT6qDCFk3Ap4LIPManMo24C5748BbBcc&refId=N4P1ZVbKJ4xP2BRopLKQGA%3D%3D&trackingId=obDkqvxVVlH%2BnFgLn5%2BolA%3D%3D&trk=flagship3_search_srp_jobs
Peppermint Communications Pvt. Ltd.,Exhibition Director,"Kalyan, Maharashtra, India (On-site)",,https://www.linkedin.com/jobs/view/3833616565/?eBP=CwEAAAGN_rsv4PhpmSrw7IqLZu2aaQUGPT6FnH7oQW5KhB0Hy3dILijWf4TkXvnWMA6lPcKGocy9FPsE8ipLv4Or-E80bmGgQTCOf70GjoNB9GCjLKxDYHzhFfttKqZbJyazsOvusHEwMJjZdEYMpLoeEJ8NtaxRnxldlke_vOCGyj6Ynd7ZpL8rIQjd29WHb30ki4vJ2GYUcuq10bbvi8SqeJBBPk54l5uVpuqMLQ_4pCzKAnpm8DXpUDdU3An0OZPV9oQj8ZDJlI94W61RFL-DpZfCXT0txgUonyhBekSqGnb3nVcwIuDL0KkUzbYd1F9rJoIRAvSeCBWd5g89a4wl7YFAJ2qjVglsEYLSciWMGscciHpJ52kWL7Xb_8RbbaneEIwJrm94bpQ57RY3K1a8LEyLbl33zK_iq4P6Rk27P5iqdZQq5h1NhBuHwQ&refId=N4P1ZVbKJ4xP2BRopLKQGA%3D%3D&trackingId=IqbfVmghG9dHQkJhIsPVgg%3D%3D&trk=flagship3_search_srp_jobs
Deloitte,C&M-AM&C-Visual Design-Consultant,"Bengaluru, Karnataka, India",71 school alumni work here,https://www.linkedin.com/jobs/view/3831447498/?eBP=CwEAAAGN_rsv4NcvGrbf8ZUd6eJ2k1twpDZ83dFy-g1N51Gqai3_c46DIzFrwNXTrE3lEPI3JXZ66AVdQg8WwVhIIP2QZjIwpwPmTgo8S_QG3dg55g6eMkRHjOzQLxS-H--BCaEQ9iQmfbmoCfrQXOq9hdsxCgdbqHNUmtStOKLbVfXG6lHknUa1Mjd3DSsGn26ihnVi6C0yyhJ4hZWe4P8Hh8L9FCowHvVac0m-V04y27elMUd5Wa-xQaDYO2UYcYPz42YI2IvTa872AgmuJDVDCp_D5BaJxozTscxj1UmPLRHhcaNlamdK-YABcPhGc7w0hOWu6SZyLRnHT0rV2JECFlOBiKmKsDU86AjwxT92J-_JdoX_rOGgEoHzoxSEkXGiKTa51Z7T7u1nG3IKb_gjAC6N1cvz&refId=N4P1ZVbKJ4xP2BRopLKQGA%3D%3D&trackingId=8dFUS2u%2FiHlX5sBOWwXEZg%3D%3D&trk=flagship3_search_srp_jobs
